href,politicalParty,nameGiven,nameFamily,nameFull,title,terms,address,phone,website,twitterHandle,nameMiddle
http://www.naag.org/naag/attorneys-general/whos-my-ag/maine/janet-t.-mills.php,D,Janet,Mills,Janet T. Mills,Maine,"Appointed: 2008, 2012, 2014","State House Station 6, Augusta, ME 04333",(207) 626-8800,http://www.maine.gov/ag/,"The attorney general is Maine's chief law enforcement officer and represents the state in legal matters ranging from child support enforcement, civil rights and consumer protection to the prosecution of homicides, felony drug cases and major frauds. The attorney general is also a member of the Baxter Park Authority, overseeing the 209,000 wilderness acres of the Baxter State Park.

Attorney General Janet Trafton Mills was born in Farmington, Maine, and graduated from Farmington High School. She earned a B.A. degree from the University of Massachusetts Boston and a J.D. degree from the University of Maine School of Law where she was an editor of the Maine Law Review.

Ms. Mills was an assistant attorney general from 1976 to 1980, prosecuting homicides and other major crimes. In 1980, she was elected district attorney for Androscoggin, Franklin and Oxford Counties, a position to which she was re-elected three times. She was the first woman district attorney in New England.

From 1995 through 2008, Ms. Mills practiced law in Skowhegan with her brother, former State Sen. S. Peter Mills, in the firm Wright and Mills, P.A.. Ms. Mills was elected to the House of Representatives in 2002, representing the towns of Farmington and Industry. She served on the Appropriations Committee, the Judiciary Committee, and the Criminal Justice and Public Safety Committee. In December 2008 she was elected by the Joint Convention of the Legislature to be Maine's 55th attorney general, the first woman attorney general in Maine. During a hiatus in office, from 2011 through 2012, Ms. Mills taught Criminal Law at the University of Maine Augusta and served of counsel in the Litigation Group of PretiFlaherty, LLP.

In December 2012, Ms. Mills was again elected attorney general, and in December 2014 she was re-elected to her second consecutive term. Attorney General Mills continues to tackle issues of domestic violence, heroin and opiate abuse and the protection of elders in Maine. She is co-chair of the Tobacco and Criminal Law committees of the National Association of Attorneys General, and a member of the Substance Abuse Committee. Attorney General Mills has also worked with homeowners, lenders and attorneys to implement the National Mortgage Settlement in Maine to protect homeowners' rights.

In years past Ms. Mills co-founded the Maine Women's Lobby and was an active member of a number of organizations, including the Margaret Chase Smith Foundation Board. Ms. Mills was married for 29 years to Stanley Kuklinski who died in September 2014. She lives in Farmington and has five stepdaughters and three grandsons.",T.
http://www.naag.org/naag/attorneys-general/whos-my-ag/maryland/brain-frosh.php,D,Brian,Frosh,Brian Frosh,Maryland,Elected: 2014,"200 St. Paul Place, Baltimore, MD 21202-2202",(410) 576-6300,http://www.oag.state.md.us,"Attorney General Brian Frosh was sworn in as Maryland’s 46th attorney general on Jan. 6, 2015, pledging to bring fairness, equality and justice to all Marylanders.

Attorney General Frosh is focused on cracking down on unfair, deceptive and predatory business practices, on protecting our natural resources from damage, and on bringing transparency and openness to government. He is also working to keep our neighborhoods safe and prevent crime before it happens on our streets and on the Internet. 

Prior to his current position, Mr. Frosh served for 28 years in the Maryland General Assembly - 8 years in the House of Delegates and 20 years in the State Senate, where he was chairman of the Judicial Proceedings Committee for 12 years. 

As a legislator, Attorney General Frosh put in place stronger protections for victims of domestic violence and led efforts to expand the state's DNA database to help law enforcement catch criminals, and to enact some of the toughest common-sense gun laws in the country. He is known as a strong champion of the environment, and has received the Leadership in Law Award from the Daily Record, among numerous other honors.

He was raised in Montgomery County, where he still lives. He earned his Bachelor of Arts from Wesleyan University and received his law degree from the Columbia University School of Law.",
http://www.naag.org/naag/attorneys-general/whos-my-ag/massachusetts/maura-healey.php,D,Maura,Healey,Maura Healey,Massachusetts,Elected: 2014,"1 Ashburton Place, Boston, MA 02108-1698",(617) 727-2200,"	","Maura Healey was sworn in as attorney general on Jan. 21, 2015, pledging to lead the People’s Law Firm.

Since taking office, Healey has tackled issues touching the lives of residents across Massachusetts including the heroin and prescription drug abuse epidemic, escalating health care costs, worker’s rights and student loan costs. She has focused on strengthening consumer protections and on improving our criminal justice system.

Building on her promise to run an office that serves people across the state, Healey launched the Community Engagement Division in May 2015. The first-of-its-kind division brings the Attorney General’s Office and its work into neighborhoods and communities across the state. The Division has launched community office hours and has assisted with the rollout of several policy initiatives including the Earned Sick Time law and Domestic Workers’ Bill of Rights.

Healey is an advocate for a more equal and inclusive workplace. In May 2015, she announced that her office would provide six weeks of paid family leave for all employees – making the AG’s Office the first state agency to offer paid parental leave. The office has also helped shaped state legislation that would expand opportunities for women in the workplace including Pay Equity and Pregnant Workers Fairness bills. 

As a civil rights attorney, Healey is committed to ensuring that all residents are treated fairly. As former head of the office’s Civil Rights Division, Healey was the architect of the state’s successful challenge to the federal Defense of Marriage Act and argued the case in federal court. As attorney general, she has advocated for marriage equality and in support of bills to fight discrimination against transgender people. Prior to her election, Healey helped lead the Attorney General’s Office as head of the Civil Rights Division and as Chief of the Public Protection and Business & Labor Bureaus.

In those roles, she helped defend the Massachusetts buffer zone law, which protected women from being harassed at reproductive health care centers. She also shut down predatory lenders that were wreaking havoc on Massachusetts communities and oversaw a team that has worked with homeowners to help make their loans affordable. The program has gotten banks to modify thousands of home mortgages and stop hundreds of foreclosures.

Healey grew up the oldest of five brothers and sisters in Hampton Falls, N.H. Her mother worked as a school nurse, her father was a captain in the military and a civil engineer, and her stepfather taught history and coached high school sports. Her family roots are in Newburyport and along the North Shore, where her grandfathers at the post office and in the General Electric factory. From her family, she learned values of hard work, discipline, and the importance of taking care of others.

Healey graduated from Harvard in 1992 and was captain of the women's basketball team. She played professional basketball in Europe before returning to Massachusetts to attend Northeastern University School of Law. She was inducted into the New England Basketball Hall of Fame in 2006.

Early in her career, Healey clerked for Judge David Mazzone in the U.S. District Court in Massachusetts. Prior to joining the Attorney General’s Office, Healey was a junior partner at the international law firm Wilmer Hale (formerly Hale and Dorr), where she represented clients in the financial services, pharmaceutical, medical device, software, energy, biotechnology and professional sports sectors. She is a former special assistant district attorney in Middlesex County, where she tried drug, assault, domestic violence and motor vehicle cases.

Healey has been recognized by a number of organizations for her leadership on civil rights. In 2010, she was awarded the American Constitution Society’s Award for Public Service. In 2012, Healey received the Massachusetts LGBTQ Bar Association’s Kevin Larkin Memorial Award for Public Service. She’s also been honored by the Boston Bar Association for her work on the Office’s challenge to the federal Defense of Marriage Act. She’s been awarded the Equal Justice Coalition’s Award for Legal Aid.",
http://www.naag.org/naag/attorneys-general/whos-my-ag/michigan/bill-schuette.php,R,Bill,Schuette,Bill Schuette,Michigan,"Elected: 2010, 2014","P.O.Box 30212, 525 W. Ottawa St., Lansing, MI 48909-0212",(517) 373-1110,http://www.michigan.gov/ag,"Bill Schuette is the 53rd attorney general for the state of Michigan.

Bill and his wife Cynthia reside in their hometown of Midland, Mich. and are the parents of two children, daughter Heidi and son Bill.

Bill was first elected as attorney general in 2010 and was re-elected to a second term on Nov. 4, 2014.

From the beginning, Bill Schuette has been a powerful voice for victims. He formed the Michigan Commission on Human Trafficking and engineered the plan to fund the testing of thousands of long-abandoned DNA evidence boxes to provide justice to victims of sexual assault.

As a voice for the Constitution, Schuette successfully defended Michigan's Constitution before the U.S. Supreme Court, protecting equal treatment in admissions to our state's public universities. He also defended the pensions of Michigan's police and firefighters during Detroit's historic bankruptcy.

Bill Schuette is leading a multi-state effort to protect the Great Lakes from invasive species, including Asian Carp. He is also the co-chair of a state task force examining underwater pipelines.

Bill has served as a U.S. congressman, director of the Michigan Department of Agriculture, Michigan state senator and as a judge of the Michigan Court of Appeals. Bill Schuette is the only attorney general in Michigan history to have served in the executive, legislative and judicial branches of state government.

From his father, mother and stepfather, Bill learned the basic Michigan values of honesty, hard work, the importance of your word, strength of family and the need to give back to your community.

Bill is a graduate of Georgetown University's School of Foreign Service and studied at the University of Aberdeen, in Aberdeen, Scotland. He received his law degree from the University of San Francisco School of Law and has an honorary degree from Northwood University. 

Bill serves as vice president of the Rollin M. Gerstacker Foundation and is also a trustee of the Elsa U. Pardee Foundation, and the Gerald R. Ford Presidential Foundation. 

Cynthia and Bill Schuette created the Michigan Harvest Gathering, a food and fund drive to benefit Michigan's food banks since 1991. The Michigan Harvest Gathering has raised more than $10 million and collected nearly 10 million pounds of food.",
http://www.naag.org/naag/attorneys-general/whos-my-ag/minnesota/lori-swanson.php,D,Lori,Swanson,Lori Swanson,Minnesota,"Elected: 2006, 2010, 2014","State Capitol, Ste. 102, St. Paul, MN 55155",(651) 296-3353,http://www.ag.state.mn.us,"Lori Swanson was elected Attorney General of the State of Minnesota in 2006, and reelected in 2010. She is Minnesota’s 29th Attorney General and its first female Attorney General. Attorney General Swanson has been a staunch advocate for Minnesota citizens in such areas as mortgage lending, health care, financial fraud against the elderly, utility rate hikes, consumer protection and public safety.

Lawyers USA named Lori one of the top ten attorneys in America for 2009. The National Consumer Law Center awarded her the Robert Drinan “Champion of Justice” award for her consumer protection work. In 2009, she was awarded the Pro Patria Award for her support of National Guard and Reserve members. The Drum Major Institute of New York cited Lori’s predatory mortgage lending legislation as one of the ten best public policies in the country in 2007.

Attorney General Swanson’s lawsuits against insurance companies that sold unsuitable policies to senior citizens resulted in millions of dollars in refunds to consumers. She shut down the largest consumer credit arbitration company in the country after discovering that it stacked the deck against consumers and in favor of credit card companies. She has taken action against companies that sold phony health insurance policies, clinics that deceptively enrolled patients in high-interest credit cards, and hospitals that charged usurious interest. She also secured an agreement with Minnesota hospitals not to charge unfair prices to uninsured patients. Lori has held utilities to account for excessive rate hike requests, has taken action to stop utilities and propane companies from gouging people on fixed incomes with deceptive fine print contracts, and has stopped cell phone companies from deceptively extending consumers’ contracts without their permission.

Lori has filed lawsuits against mortgage consultants that duped homeowners in foreclosure, brokers that sold toxic adjustable rate mortgages, collection agencies that hounded the wrong people, employment agencies that offered bogus promises of help to job-seekers, adoption agencies that tricked prospective parents, trust mills that duped the elderly, and debt negotiation companies that failed to deliver on their promises to help people with their debt. She has also taken action to provide stewardship for Minnesota’s natural resources against nuisance feedlots, invasive species, water pollution, and toxic chemicals.

At the State Capitol, Lori has successfully shepherded into law numerous legal reforms. Her office drafted and helped secure the enactment of a nationally-recognized predatory mortgage lending law, as well as laws to protect kids from cyberbullies and online predators, to give prosecutors more tools to go after sex offenders, to protect victims of domestic abuse, and to give members of the military and their families greater consumer protections when deployed to active duty. She has testified before Congress on multiple occasions in favor of insurance, mortgage, credit card, and consumer reforms.

From 2003 to 2006, Lori served as Solicitor General for the State of Minnesota. From 1999 to 2002, she served as Deputy Attorney General. Prior to that, Lori was an attorney in private practice.

Lori graduated magna cum laude from William Mitchell College of Law in St. Paul, Minnesota and with distinction from the University of Wisconsin-Madison. She and her husband live in Eagan, Minnesota.",
http://www.naag.org/naag/attorneys-general/whos-my-ag/mississippi/jim-hood.php,D,Jim,Hood,Jim Hood,Mississippi,"Elected: 2003, 2007, 2011, 2015","Department of Justice, P.O. Box 220, Jackson, MS 39205",(601) 359-3680,http://www.ago.state.ms.us/,"As Mississippi attorney general, Jim Hood is an aggressive prosecutor and dedicated public servant who is committed to protecting the citizens of the state and to making it a safer place to live.

Since his election in 2003, and earlier as Third Judicial district attorney in North Mississippi, Attorney General Hood has consistently advocated for crime victims and worked to safeguard Mississippi’s most vulnerable citizens, children and the elderly. Now serving his third term in office, Attorney General Hood continues to implement new programs and to expand the successful initiatives begun during his first two terms.

Attorney General Hood is a passionate champion of children. He works tirelessly to prevent children from being abused and exploited, and to rescue those who have already fallen prey to those who do them harm. He founded the nation’s leading Cyber Crime Unit and Fusion Center. Based in the Attorney General’s Office, the Cyber Crime Fusion Center is the hub from which state, federal, and local agencies investigate and prosecute internet predators who target children and vulnerable adults.

Attorney General Hood was the 2014 – 2015 president of the National Association of Attorneys General (NAAG) and leads several NAAG committees. He serves on the board of directors for Jason Foundation, which is dedicated to preventing teen suicide, the National Association of Model State Drug Laws, and as a Non-Regional Director for the National White Collar Crime Center (NW3C).

As attorney general, Jim Hood has established a Vulnerable Adults Unit, a Domestic Violence Unit, an Identity Theft Unit, and a Crime Prevention and Victims Services Division to better protect Mississippians. He has launched initiatives to prevent workplace and school violence, and stalking and domestic assault.

After Hurricane Katrina ravaged Mississippi, bringing with it unscrupulous opportunists who victimized citizens, Attorney General Hood worked to strengthen laws to protect consumers, while ceaselessly prosecuting offenders cases of home repair fraud, price gouging, identity theft, and financial scams. He has recovered more than $300 million for Mississippi tax-payers from large corporate violators.

He also spearheaded a national emphasis with other attorneys general on hazardous counterfeit products, cyber initiatives, and child protective programs.

Attorney General Hood received his Juris Doctorate from the University of Mississippi in December 1988. After graduation he served as a clerk with the Mississippi Supreme Court, as an assistant attorney general for five years, and as district attorney for the Third Judicial District for eight years.

He is a fifth generation Mississippian and an avid outdoorsman and hunter. He and his wife, Debbie, have three children: Rebecca, Matthew, and Annabelle.",
http://www.naag.org/naag/attorneys-general/whos-my-ag/missouri/chris-koster.php,D,Chris,Koster,Chris Koster,Missouri,"Elected: 2008, 2012","Supreme Ct. Bldg., 207 W. High St., Jefferson City, MO 65101",(573) 751-3321,http://ago.mo.gov/,"On Jan. 12th, 2009, Chris Koster was sworn in as the 41st attorney general of the state of Missouri. Koster campaigned on a platform of prosecuting fraudulent Medicaid providers; cracking down on violations of workers' rights; aggressively enforcing Missouri's environmental laws; and supporting law enforcement in fighting the spread of methamphetamines and preventing urban crime.

From 2004 to 2008, Koster represented the 31st district in the Missouri Senate, which covers Cass, Johnson, Bates and Vernon Counties.

During his time in the General Assembly, Koster played key roles in the debates over stem cell research, tort reform, and the elimination of Medicaid fraud. Additionally, in 2006 Koster successfully carried legislation in the Senate to dramatically overhaul Missouri's eminent domain laws.

Prior to his election to the Missouri Senate, Koster served as Cass County prosecuting attorney for ten years. He was first elected prosecutor in 1994 and was re-elected in 1998 and 2002 by wide margins.

As prosecutor, Koster supervised a staff of twenty individuals dedicated to enforcing Missouri's criminal laws. Additionally, his office served as the civil counsel for all non-criminal matters before the county government.

During his tenure, Koster supervised litigation in thousands of cases. He led investigations into many of Kansas City's most notorious criminal cases, including the investigation and prosecution of serial killer John E. Robinson. He has extensive trial experience and has personally argued and won cases before the Missouri Supreme Court.

Prior to becoming prosecuting attorney, Koster practiced law with the Kansas City law firm of Blackwell Sanders. He also served as an assistant attorney general from 1991 to 1993.

Koster was born and raised in St. Louis. He received a liberal arts degree from the University of Missouri in 1987 and his law degree from University of Missouri School of Law in 1991. Additionally, Koster earned a master's degree in business administration from Washington University in St. Louis in 2002.",
http://www.naag.org/naag/attorneys-general/whos-my-ag/montana/tim-fox.php,R,Tim,Fox,Tim Fox,Montana,Elected: 2012,"Justice Bldg., 215 N. Sanders, Helena, MT 59620-1401",(406) 444-2026,https://doj.mt.gov/,"Tim Fox was born in 1957 as the fifth and last child of a hard-working Hardin, Montana family. Like many kids in small agricultural communities, Tim began working at a young age, and soon developed a strong work ethic thanks in part to the depression-era work ethic of his parents, Rich and Roberta Fox.

He attended Hardin public schools, and graduated from Hardin High School, and the University of Montana with degrees in geology (1981) and law (1987). A standout athlete in high school and college, and an amateur athlete after college, Tim knows how to set and achieve goals, how to lead, and how to be a team player.

After serving as a law clerk to Associate Justice L.C. Gulbrandson of the Montana Supreme Court, Tim began practicing law with the Billings, Montana law firm of Moulton, Bellingham & Longo in 1988. He first entered public service in 1990 when recruited to develop a new environmental regulatory program for the Montana Board of Oil and Gas Conservation. After three years as a State of Montana employee, he established a solo law firm in Billings where he served as a contract public defender for the City of Billings practicing criminal law, in addition to maintaining a civil law practice. Tim and his family moved to Helena, Montana in 1995 to assist then Governor Marc Racicot in his bid for reelection. Shortly after arriving in Helena, he went to work for the Montana Department of Environmental Quality as a Special Assistant Attorney General. In 1998, Tim was promoted to a Division Administrator management position with the DEQ where he managed people, programs, and budgets for the people of Montana. In 1999, Tim was hired as Vice-President and Legal Counsel for a Helena-based national bank, Mountain West Bank. He served in that position for over four years before re-entering private practice with the law firm of Gough, Shanahan, Johnson and Waterman, PLLP

In his 25 years of experience as a Montana attorney, Tim has litigated numerous complex cases for individual Montanans and Montana businesses. Like many dedicated Montana attorneys, Tim devotes considerable time to providing pro bono legal services to Montanans who cannot afford an attorney, and to charitable and faith-based organizations. In one recent case, Tim helped the Alliance Defense Fund defend an East Helena Baptist church and its Pastor when the Montana Commissioner of Political Practices prosecuted the Church and its Pastor for speaking about Biblical truth from the pulpit. That case went all the way up to the United States Ninth Circuit Court of Appeals where the Church and Pastor’s First Amendment Rights were vindicated. In another Constitutional rights case, Tim represented the Goldwater Institute in fighting the Federal Government’s efforts to invalidate one of Montana’s gun rights laws. Tim is a staunch advocate of our right to keep and bear arms under the Montana and United States Constitution. As a business, real estate, constitutional, environmental and commercial law attorney, Tim knows and understands the challenges that large and small Montana businesses face in a competitive market with layers of government regulations and taxes.

Tim’s parents were tireless community leaders. Growing up, Tim and his brothers learned that service to others, particularly the disadvantaged and the disenfranchised, was both gratifying and necessary to the success of democracy in America. Through the years, Tim has served in leadership positions on the board of directors of low income and disabled housing projects in Billings, two Montana symphony orchestras (Billings and Helena), a faith-based private K-12 school, the Carroll College Saints Athletic Association, and the Florence Crittenton Home, among other charitable and faith-based organizations. As a member of the Board of Delegates of the University of Montana Alumni Association, Tim strives to improve the quality of Montana’s secondary education institutions. Tim also donates his time, money, and travel expenses to college athletic programs throughout the Northwest as a nationally-certified track and field official, and coaches track & field at Carroll College in Helena. Tim is dedicated to improving the lives of young people throughout Montana by investing his time, talent, and energy in many youth programs. Tim was also appointed by Governor Marc Racicot to serve on the board of directors of the Montana Historical Society, and by Governor Judy Martz to serve on the Montana State Banking Board.

Tim’s brothers are Dr. Richard A. Fox, Jr. a retired University of South Dakota professor, Mike Fox, a retired National Park Service employee, Steve Fox, a retired Montana public high school teacher, and Dennis Fox who manages the family business in the Hardin area. Tim is married to the former Karen Wagner of Idaho Falls, Idaho, and together they have four children – Anna McMahon, Michael McMahon, Laura McMahon, and Caroline Fox – and one grandchild, Grace Olivia Emmert.",
http://www.naag.org/naag/attorneys-general/whos-my-ag/nebraska/doug-peterson.php,R,Doug,Peterson,Doug Peterson,Nebraska ,Elected: 2014,"State Capitol, P.O.Box 98920, Lincoln, NE 68509-8920",(402) 471-2682,http://www.ago.ne.gov/,"Doug Peterson was born on April 4, 1959 in Columbus, Neb., and grew up primarily in Lincoln. He graduated from the University of Nebraska with a business degree in 1981 and from Pepperdine University School of Law in 1985. Following law school, Mr. Peterson spent two years in North Platte, Neb., prosecuting both criminal and civil cases for the Lincoln County Attorney. From 1988 to 1990, he served as deputy to the Nebraska Attorney General’s office, representing the state in employment law matters and tort litigation. Since 1990, Mr. Peterson has been in private practice. He joined the firm of Keating, O'Gara, Nedved & Peter in 2000.

Mr. Peterson's legal practice centered mainly upon employment, commercial and personal injury litigation. He is admitted to practice before the Nebraska and Federal District Courts, the U.S. Court of Appeals for the Eighth Circuit, and the U.S. Supreme Court.",
http://www.naag.org/naag/attorneys-general/whos-my-ag/nevada/adam-paul-laxalt.php,R,Adam,Laxalt,Adam Paul Laxalt,Nevada,Elected: 2014,"Old Supreme Ct. Bldg., 100 N. Carson St., Carson City, NV 89701",(775) 684-1100,"	","Adam Paul Laxaltis a father, a husband and a fourth-generation native Nevadan. He is a former lieutenant in the U.S. Navy. Trained by the U.S. Navy as a prosecutor and legal advisor, Adam served his country as a judge advocate general. While in the Navy, Adam volunteered to serve in a combat zone in Iraq. In Iraq at Forward Operating Base Camp Victory, Adam's team was in charge of more than 20,000 detainees during the surge, keeping our troops and the world safer by assisting with the detention and prosecution of thousands of war criminals and terrorists. They were also in charge of training our military on proper evidence gathering in the field to ensure criminals and terrorists were able to be prosecuted successfully. Training Iraqi prosecutors and judges, they helped modernize their justice system. For his exemplary service, Adam was awarded the Joint Service Commendation Medal and the Iraq Campaign Medal, and his Unit was awarded the Joint Meritorious Unit Award. 

Adam has served as a special assistant U.S. attorney, as an assistant professor of Law in the Leadership, Ethics, and the Law Department at the U.S. Naval Academy and as a special advisor to the Undersecretary of State for Arms Control and International Security. 

Since departing the Navy, Adam has built a law practice in Las Vegas. Adam serves on the Board of Trustees for Catholic Charities of Southern Nevada, the largest private social services agency in the state. Adam co-founded the Saint Thomas More Society, a legal ethics and leadership society that has sponsored numerous legal education and leadership events in Nevada. Adam was recently appointed by the Nevada State Bar to serve on a Civility Task Force to help work on increasing civility amongst lawyers in Nevada. 

Adam graduated Magna Cum Laude from Georgetown University and also graduated from the Georgetown University Law Center. Adam and his wife Jaime live in Henderson with their daughter Sophia and their dogs, Hoya and Buckley.",Paul
http://www.naag.org/naag/attorneys-general/whos-my-ag/new_hampshire/joseph-foster.php,D,Joseph,Foster,Joseph A. Foster,New Hampshire,Appointed: May 2013,"33 Capitol St., Concord, NH 03301",(603) 271-3658,http://doj.nh.gov/,"Joseph Foster was appointed to serve as attorney general of New Hampshire by Governor Margaret Wood Hassan in May, 2013. Foster's priorities as chief law enforcement officer and chief legal counsel of the state include protecting our children, enhancing public safety, safeguarding the environment and fighting for consumers.

Before joining the Office of the Attorney General, Foster worked for 29 years with the law firm of McLane, Graf, Raulerson & Middleton in Manchester, N.H. He focused his practice on business bankruptcy matters, creditor-debtor rights, and commercial law. He also served for two, four year terms on the firm's Management Committee and was the Committee's chair in 2012.

While at McLane, Foster ran and was elected to the New Hampshire House of Representatives from 1995-1998 and to the New Hampshire Senate from 2002-2008. He served as state senate majority leader (2007-2008) and chair of the Senate Judiciary Committee (2005-2008). Foster sponsored and helped pass a number of pieces of legislation including: the Child Protection Act, one of the nation's toughest laws designed to protect New Hampshire's children against sexual predators; an act enhancing penalties for crimes committed by street gangs; and a bill forming the Human Trafficking Study Committee which lead to the passage of law criminalizing human trafficking. Foster also worked closely with the state's judiciary and its business community on a number of pieces of legislation including a law which led to the establishment of the state's business court and a law establishing a research and development tax credit.

Foster was recognized by the Best Lawyers® as Lawyer of the Year in 2013 (NH in insolvency law), Super Lawyers® from 2007-2012 and Chambers USA from 2007-2012. Prior to becoming attorney general, Foster was involved in a variety of local community leadership roles. He was an alternate member of the City of Nashua Planning Board, a member of the Greater Nashua Chamber of Commerce Advocacy Committee, a member of the Oversight Committee-City of Nashua's Revolving Loan Fund, a member of the Greater Manchester United Way Allocations Committee and a volunteer for Greater Manchester Big Brothers-Big Sisters.

Foster is a magna cum laude graduate of Tufts University (RA. 1981) and he received his law degree from George Washington University (J.D. 1984).

Foster is a member of the New Hampshire and Massachusetts bars. He resides in Nashua with his wife and three children.",A.
http://www.naag.org/naag/attorneys-general/whos-my-ag/new_jersey/john-jay-hoffman.php,R,John,Hoffman,John Jay Hoffman,New Jersey,Appointed: May 2013,"Richard J. Hughes Justice Complex, 25 Market Street   P.O. Box 080 Trenton, NJ  08625",(609) 292-8740,http://www.state.nj.us/lps/,"John Jay Hoffman has served as acting attorney general since June 10, 2013.

He previously served as executive assistant attorney general under former Attorney General Jeffrey S. Chiesa.

A resident of the Marlton section of Evesham Township, Hoffman previously served as director of the Division of Investigations for the State Comptroller’s Office.

Prior to 2012, Hoffman served for six years as an assistant U.S. attorney for the U.S. Attorney’s Office for the District of New Jersey. In his role as a federal prosecutor, Hoffman focused primarily on economic and white collar criminal prosecutions. From 1996 through 2004, he served as trial attorney for the Civil Division of the U.S. Department of Justice in Washington, D.C. He also worked in private practice for the law firm of Akin, Gump, Strauss, Hauer and Feld in Washington, D.C.

Hoffman received his undergraduate degree in 1987 from Colgate University, and his law degree in 1992 from the Duke University School of Law.

In 1992-93 he served as a post-doctoral fellow on the Faculty of Law at the University of Tokyo in Japan, and from 1993-94, he served as judicial clerk for the Honorable Al Engel on the United States Court of Appeals, Sixth Circuit.

While at the State Comptroller’s Office, Hoffman managed a Division of attorneys and special investigators responsible for investigating and reporting on issues of fraud, abuse, waste and corruption within state and municipal government, resulting in the issuance of multiple reports and guidance letters.

In his role as executive assistant attorney general, Hoffman oversaw the operations of the Divisions of Law and Gaming Enforcement, the Racing Commission, and the Offices of Homeland Security and Insurance Fraud Prosecutor (civil), focusing primarily on complex civil, administrative and regulatory matters. He guided Department of Law and Public Safety Directors, senior in-house lawyers, outside counsel and investigators in developing strategic approaches to handling a docket of more than 10,000 cases in state and federal court involving commercial disputes, as well as healthcare, securities, tax, consumer protection, environmental, education financing, housing, and other complex multi-party and multi-state enforcement matters. He also served as acting attorney general for all civil cases for which the attorney general was recused including, but not limited to, multi-billion dollar environmental litigation, health care fraud settlements and charitable trust oversight.",Jay
http://www.naag.org/naag/attorneys-general/whos-my-ag/new_mexico/hector-balderas.php,D,Hector,Balderas,Hector Balderas,New Mexico,Elected: 2014,"P.O. Drawer 1508, Santa Fe, NM 87504-1508",(505) 827-6000,"	","Hector Balderas was raised by a single mother in the small village of Wagon Mound, N.M. Hector earned degrees from New Mexico Highlands University and the University of New Mexico Law School. He became the first person from Wagon Mound to graduate from law school and become an attorney.

After law school, Hector chose to pursue his passion for public service. He became a Bernalillo County assistant district attorney. In December 2003, Hector returned to Wagon Mound with his wife and three young children to give back to his rural community. At age 29, Hector ran for and won a seat in the New Mexico House of Representatives. During his tenure as state representative, Hector brought Democrats and Republicans together to pass sweeping legislation to strengthen penalties for sexual predators; establish incentives for clean energy; invest in rural public schools; enact reforms to the criminal justice system; crack down on drunk drivers; and protect consumers from price gouging in times of emergency or disaster. 

Pledging to bring transparency to government's financial affairs, Hector was elected New Mexico's state auditor in November 2006. At the time of his election, he became America's youngest Hispanic statewide elected official.

As state auditor, Hector inherited an underfunded office with audit oversight of $60 billion in assets collectively held by over 1000 government entities. Hector created a Special Investigations Division in his office that brings together investigators, accountants and attorneys to target complex fraud cases. He also launched a toll free, statewide hotline that any citizen can use to report suspected fraud, waste or abuse of public resources.

Hector lives in Albuquerque with his wife Denise and their three children, Hector Reyes Jr., Mariola, and Arianna. He is licensed to practice law in New Mexico and is a Certified Fraud Examiner. In addition he donates his time promoting financial literacy for at risk youth and advocating for the special needs community.",
